       table_name        |       column_name        |          data_type          | is_nullable |                                  column_default                                   
 assets                  | status                   | USER-DEFINED                | NO          | 'Available'::asset_status
 assets                  | purchase_date            | date                        | YES         | 
 assets                  | buy_price                | numeric                     | YES         | 
 assets                  | warranty_expiry_date     | date                        | YES         | 
 assets                  | life_span                | integer                     | YES         | 
 assets                  | out_of_box_os            | character varying           | YES         | 
 assets                  | assigned_employee_id     | integer                     | YES         | 
 assets                  | created_at               | timestamp without time zone | YES         | now()
 assets                  | updated_at               | timestamp without time zone | YES         | now()
 assets                  | cpu                      | character varying           | YES         | 
 assets                  | ram                      | character varying           | YES         | 
 assets                  | storage                  | character varying           | YES         | 
 changes_log             | id                       | integer                     | NO          | nextval('changes_log_id_seq'::regclass)
 changes_log             | version                  | character varying           | NO          | 
 changes_log             | category                 | character varying           | NO          | 
 changes_log             | description              | text                        | NO          | 
 changes_log             | technical_details        | text                        | YES         | 
 changes_log             | date                     | date                        | NO          | CURRENT_DATE
 changes_log             | author                   | character varying           | NO          | 'System Administrator'::character varying
 changes_log             | created_at               | timestamp without time zone | YES         | CURRENT_TIMESTAMP
 custom_asset_brands     | id                       | integer                     | NO          | nextval('custom_asset_brands_id_seq'::regclass)
 custom_asset_brands     | name                     | character varying           | NO          | 
 custom_asset_brands     | description              | character varying           | YES         | 
 custom_asset_brands     | created_at               | timestamp without time zone | YES         | now()
 custom_asset_brands     | updated_at               | timestamp without time zone | YES         | now()
 custom_asset_statuses   | id                       | integer                     | NO          | nextval('custom_asset_statuses_id_seq'::regclass)
 custom_asset_statuses   | name                     | character varying           | NO          | 
 custom_asset_statuses   | description              | character varying           | YES         | 
 custom_asset_statuses   | color                    | character varying           | YES         | 
 custom_asset_statuses   | created_at               | timestamp without time zone | YES         | now()
 custom_asset_statuses   | updated_at               | timestamp without time zone | YES         | now()
 custom_asset_types      | id                       | integer                     | NO          | nextval('custom_asset_types_id_seq'::regclass)
 custom_asset_types      | name                     | character varying           | NO          | 
 custom_asset_types      | description              | character varying           | YES         | 
 custom_asset_types      | created_at               | timestamp without time zone | YES         | now()
 custom_asset_types      | updated_at               | timestamp without time zone | YES         | now()
 custom_request_types    | id                       | integer                     | NO          | nextval('custom_request_types_id_seq'::regclass)
 custom_request_types    | name                     | character varying           | NO          | 
 custom_request_types    | description              | text                        | YES         | 
 custom_request_types    | color                    | character varying           | YES         | '#3B82F6'::character varying
 custom_request_types    | is_active                | boolean                     | YES         | true
 custom_request_types    | created_at               | timestamp without time zone | YES         | now()
 custom_request_types    | updated_at               | timestamp without time zone | YES         | now()
 custom_request_types    | priority                 | character varying           | YES         | 'Medium'::character varying
 custom_request_types    | sla_hours                | integer                     | YES         | 24
 employees               | id                       | integer                     | NO          | nextval('employees_id_seq'::regclass)
 employees               | emp_id                   | character varying           | NO          | concat('EMP-', lpad((nextval('employees_id_seq'::regclass))::text, 5, '0'::text))
 employees               | english_name             | character varying           | NO          | 
 employees               | arabic_name              | character varying           | YES         | 
 employees               | department               | character varying           | NO          | 
 employees               | id_number                | character varying           | NO          | 
 employees               | title                    | character varying           | NO          | 
 employees               | direct_manager           | integer                     | YES         | 
 employees               | employment_type          | USER-DEFINED                | NO          | 
 employees               | joining_date             | date                        | NO          | 
 employees               | exit_date                | date                        | YES         | 
 employees               | status                   | USER-DEFINED                | NO          | 'Active'::employee_status
 employees               | personal_mobile          | character varying           | YES         | 
 employees               | work_mobile              | character varying           | YES         | 
 employees               | personal_email           | character varying           | YES         | 
 employees               | corporate_email          | character varying           | YES         | 
 employees               | user_id                  | integer                     | YES         | 
 employees               | created_at               | timestamp without time zone | YES         | now()
 employees               | updated_at               | timestamp without time zone | YES         | now()
 employees               | name                     | character varying           | YES         | 
 employees               | email                    | character varying           | YES         | 
 employees               | phone                    | character varying           | YES         | 
 employees               | position                 | character varying           | YES         | 
 notifications           | id                       | integer                     | NO          | nextval('notifications_id_seq'::regclass)
 notifications           | user_id                  | integer                     | YES         | 
 notifications           | title                    | character varying           | NO          | 
 notifications           | message                  | text                        | NO          | 
 notifications           | type                     | USER-DEFINED                | NO          | 
 notifications           | entity_id                | integer                     | YES         | 
 notifications           | is_read                  | boolean                     | NO          | false
 notifications           | created_at               | timestamp without time zone | YES         | now()
 password_reset_tokens   | id                       | integer                     | NO          | nextval('password_reset_tokens_id_seq'::regclass)
 password_reset_tokens   | user_id                  | integer                     | NO          | 
 password_reset_tokens   | token                    | text                        | NO          | 
 password_reset_tokens   | expires_at               | timestamp without time zone | NO          | 
 password_reset_tokens   | created_at               | timestamp without time zone | YES         | now()
 password_reset_tokens   | used                     | boolean                     | YES         | false
 security_questions      | id                       | integer                     | NO          | nextval('security_questions_id_seq'::regclass)
 security_questions      | user_id                  | integer                     | NO          | 
 security_questions      | question                 | text                        | NO          | 
 security_questions      | answer                   | text                        | NO          | 
 security_questions      | created_at               | timestamp without time zone | YES         | now()
 security_questions      | updated_at               | timestamp without time zone | YES         | now()
 service_providers       | id                       | integer                     | NO          | nextval('service_providers_id_seq'::regclass)
 service_providers       | name                     | character varying           | NO          | 
 service_providers       | contact_person           | character varying           | YES         | 
 service_providers       | phone                    | character varying           | YES         | 
 service_providers       | email                    | character varying           | YES         | 
 service_providers       | address                  | character varying           | YES         | 
 service_providers       | service_type             | character varying           | YES         | 
 service_providers       | contract_start_date      | timestamp without time zone | YES         | 
 service_providers       | contract_end_date        | timestamp without time zone | YES         | 
 service_providers       | notes                    | text                        | YES         | 
 service_providers       | created_at               | timestamp without time zone | YES         | now()
 service_providers       | updated_at               | timestamp without time zone | YES         | now()
 sessions                | sid                      | character varying           | NO          | 
 sessions                | sess                     | jsonb                       | NO          | 
 sessions                | expire                   | timestamp without time zone | NO          | 
 system_config           | id                       | integer                     | NO          | nextval('system_config_id_seq'::regclass)
 system_config           | language                 | character varying           | NO          | 'English'::character varying
 system_config           | asset_id_prefix          | character varying           | NO          | 'SIT-'::character varying
 system_config           | created_at               | timestamp without time zone | YES         | now()
 system_config           | updated_at               | timestamp without time zone | YES         | now()
 system_config           | currency                 | character varying           | NO          | 'USD'::character varying
 system_config           | emp_id_prefix            | character varying           | NO          | 'EMP-'::character varying
 system_config           | ticket_id_prefix         | character varying           | NO          | 'TKT-'::character varying
 system_config           | departments              | ARRAY                       | YES         | 
 system_config           | email_host               | character varying           | YES         | 
 system_config           | email_port               | integer                     | YES         | 
 system_config           | email_user               | character varying           | YES         | 
 system_config           | email_password           | character varying           | YES         | 
 system_config           | email_from_address       | character varying           | YES         | 
 system_config           | email_from_name          | character varying           | YES         | 
 system_config           | email_secure             | boolean                     | YES         | true
 system_config           | employee_id_prefix       | character varying           | YES         | 'EMP'::character varying
 system_config           | company_name             | character varying           | YES         | 'ELADWYSOFT'::character varying
 system_config           | company_address          | text                        | YES         | 
 system_config           | company_phone            | character varying           | YES         | 
 system_config           | company_email            | character varying           | YES         | 
 system_config           | company_website          | character varying           | YES         | 
 system_config           | default_currency         | character varying           | YES         | 'USD'::character varying
 system_config           | enable_audit_logs        | boolean                     | YES         | true
 system_config           | audit_log_retention_days | integer                     | YES         | 365
 ticket_comments         | id                       | integer                     | NO          | nextval('ticket_comments_id_seq'::regclass)
 ticket_comments         | ticket_id                | integer                     | NO          | 
 ticket_comments         | user_id                  | integer                     | NO          | 
 ticket_comments         | content                  | text                        | NO          | 
 ticket_comments         | is_private               | boolean                     | YES         | false
 ticket_comments         | attachments              | ARRAY                       | YES         | 
 ticket_comments         | created_at               | timestamp without time zone | YES         | now()
 ticket_comments         | updated_at               | timestamp without time zone | YES         | now()
 ticket_history          | id                       | integer                     | NO          | nextval('ticket_history_id_seq'::regclass)
 ticket_history          | ticket_id                | integer                     | NO          | 
 ticket_history          | user_id                  | integer                     | NO          | 
 ticket_history          | action                   | character varying           | NO          | 
 ticket_history          | field_changed            | character varying           | YES         | 
 ticket_history          | old_value                | text                        | YES         | 
 ticket_history          | new_value                | text                        | YES         | 
 ticket_history          | notes                    | text                        | YES         | 
 ticket_history          | created_at               | timestamp without time zone | YES         | now()
 tickets                 | id                       | integer                     | NO          | nextval('tickets_id_seq'::regclass)
 tickets                 | ticket_id                | character varying           | NO          | ('TKT-'::text || lpad((nextval('tickets_id_seq'::regclass))::text, 6, '0'::text))
 tickets                 | submitted_by_id          | integer                     | NO          | 
 tickets                 | request_type             | character varying           | NO          | 
 tickets                 | priority                 | USER-DEFINED                | NO          | 
 tickets                 | description              | text                        | NO          | 
 tickets                 | related_asset_id         | integer                     | YES         | 
 tickets                 | status                   | USER-DEFINED                | NO          | 'Open'::ticket_status
 tickets                 | assigned_to_id           | integer                     | YES         | 
 tickets                 | resolution_notes         | text                        | YES         | 
 tickets                 | created_at               | timestamp without time zone | YES         | now()
 tickets                 | updated_at               | timestamp without time zone | YES         | now()
 tickets                 | start_time               | timestamp without time zone | YES         | 
 tickets                 | completion_time          | timestamp without time zone | YES         | 
 tickets                 | time_spent               | integer                     | YES         | 
 tickets                 | category                 | character varying           | YES         | 'Incident'::character varying
 tickets                 | summary                  | character varying           | YES         | 
 tickets                 | urgency                  | character varying           | YES         | 'Medium'::character varying
 tickets                 | impact                   | character varying           | YES         | 'Medium'::character varying
 tickets                 | root_cause               | text                        | YES         | 
 tickets                 | workaround               | text                        | YES         | 
 tickets                 | resolution               | text                        | YES         | 
 tickets                 | tags                     | ARRAY                       | YES         | 
 tickets                 | due_date                 | timestamp without time zone | YES         | 
 tickets                 | is_time_tracking         | boolean                     | YES         | false
 tickets                 | last_activity_at         | timestamp without time zone | YES         | now()
 tickets                 | sla_target               | timestamp without time zone | YES         | 
 tickets                 | sla_breached             | boolean                     | YES         | false
 tickets                 | escalation_level         | integer                     | YES         | 0
 tickets                 | merged_into_id           | integer                     | YES         | 
 tickets                 | reopen_count             | integer                     | YES         | 0
 tickets                 | customer_rating          | integer                     | YES         | 
 tickets                 | customer_feedback        | text                        | YES         | 
 tickets                 | private_notes            | text                        | YES         | 
 tickets                 | attachments              | ARRAY                       | YES         | 
 tickets                 | time_tracking_started_at | timestamp without time zone | YES         | 
 upgrade_history         | id                       | integer                     | NO          | nextval('upgrade_history_id_seq'::regclass)
 upgrade_history         | upgrade_id               | integer                     | NO          | 
 upgrade_history         | user_id                  | integer                     | NO          | 
 upgrade_history         | action                   | character varying           | NO          | 
 upgrade_history         | previous_value           | text                        | YES         | 
 upgrade_history         | new_value                | text                        | YES         | 
 upgrade_history         | notes                    | text                        | YES         | 
 upgrade_history         | timestamp                | timestamp without time zone | YES         | now()
 users                   | id                       | integer                     | NO          | nextval('users_id_seq'::regclass)
 users                   | username                 | character varying           | NO          | 
 users                   | password                 | text                        | NO          | 
 users                   | email                    | character varying           | NO          | 
 users                   | access_level             | USER-DEFINED                | NO          | '1'::access_level
 users                   | created_at               | timestamp without time zone | YES         | now()
 users                   | updated_at               | timestamp without time zone | YES         | now()
 users                   | role                     | USER-DEFINED                | YES         | 'employee'::role_enum
 users                   | is_active                | boolean                     | YES         | true
(301 rows)

